CrimeKey,CrimeCode,CrimeDescription
5405,362,DOMESTIC VIOLENCE
5406,362,DRUG OFFENSE
5407,362,EXTORTION
5408,362,FIREARM OFFENSE
5409,362,FRAUD
5410,362,HOMICIDE
5411,362,IDENTITY THEFT
5412,362,ILLEGAL POSSESSION
5413,362,KIDNAPPING
5414,362,PUBLIC INTOXICATION
5415,362,ROBBERY
5416,362,SEXUAL ASSAULT
5417,362,SHOPLIFTING
5418,362,TRAFFIC VIOLATION
5419,362,VANDALISM
5420,362,VEHICLE - STOLEN
5421,363,ARSON
5422,363,ASSAULT
5423,363,BURGLARY
5424,363,COUNTERFEITING
5425,363,DOMESTIC VIOLENCE
5426,363,DRUG OFFENSE
5427,363,EXTORTION
5428,363,FIREARM OFFENSE
5429,363,FRAUD
5430,363,HOMICIDE
5431,363,IDENTITY THEFT
5432,363,ILLEGAL POSSESSION
5433,363,KIDNAPPING
5434,363,PUBLIC INTOXICATION
5435,363,ROBBERY
5436,363,SEXUAL ASSAULT
5437,363,SHOPLIFTING
5438,363,TRAFFIC VIOLATION
5439,363,VANDALISM
5440,363,VEHICLE - STOLEN
5441,364,ARSON
5442,364,ASSAULT
5443,364,BURGLARY
5444,364,COUNTERFEITING
5445,364,CYBERCRIME
5446,364,DOMESTIC VIOLENCE
5447,364,EXTORTION
5448,364,FIREARM OFFENSE
5449,364,FRAUD
5450,364,HOMICIDE
5451,364,IDENTITY THEFT
5452,364,ILLEGAL POSSESSION
5453,364,KIDNAPPING
5454,364,PUBLIC INTOXICATION
5455,364,ROBBERY
5456,364,SEXUAL ASSAULT
5457,364,SHOPLIFTING
5458,364,TRAFFIC VIOLATION
5459,364,VANDALISM
5460,364,VEHICLE - STOLEN
5461,365,ARSON
5462,365,BURGLARY
5463,365,COUNTERFEITING
5464,365,CYBERCRIME
5465,365,DOMESTIC VIOLENCE
5466,365,DRUG OFFENSE
5467,365,EXTORTION
5468,365,FIREARM OFFENSE
5469,365,FRAUD
5470,365,HOMICIDE
5471,365,IDENTITY THEFT
5472,365,ILLEGAL POSSESSION
5473,365,KIDNAPPING
5474,365,PUBLIC INTOXICATION
5475,365,ROBBERY
5476,365,SEXUAL ASSAULT
5477,365,SHOPLIFTING
5478,365,TRAFFIC VIOLATION
5479,365,VANDALISM
5480,365,VEHICLE - STOLEN
5481,366,ARSON
5482,366,ASSAULT
5483,366,BURGLARY
5484,366,COUNTERFEITING
5485,366,CYBERCRIME
5486,366,DOMESTIC VIOLENCE
5487,366,DRUG OFFENSE
5488,366,EXTORTION
5489,366,FIREARM OFFENSE
5490,366,FRAUD
5491,366,HOMICIDE
5492,366,IDENTITY THEFT
5493,366,ILLEGAL POSSESSION
5494,366,KIDNAPPING
5495,366,PUBLIC INTOXICATION
5496,366,ROBBERY
5497,366,SEXUAL ASSAULT
5498,366,SHOPLIFTING
5499,366,TRAFFIC VIOLATION
5500,366,VANDALISM
5501,366,VEHICLE - STOLEN
5502,367,ARSON
5503,367,ASSAULT
5504,367,BURGLARY
5505,367,COUNTERFEITING
5506,367,CYBERCRIME
5507,367,DOMESTIC VIOLENCE
5508,367,DRUG OFFENSE
5509,367,EXTORTION
5510,367,FIREARM OFFENSE
5511,367,FRAUD
5512,367,HOMICIDE
5513,367,IDENTITY THEFT
5514,367,ILLEGAL POSSESSION
5515,367,KIDNAPPING
5516,367,PUBLIC INTOXICATION
5517,367,ROBBERY
5518,367,SEXUAL ASSAULT
5519,367,SHOPLIFTING
5520,367,TRAFFIC VIOLATION
5521,367,VANDALISM
5522,367,VEHICLE - STOLEN
5523,368,ARSON
5524,368,ASSAULT
5525,368,BURGLARY
5526,368,COUNTERFEITING
5527,368,CYBERCRIME
5528,368,DOMESTIC VIOLENCE
5529,368,DRUG OFFENSE
5530,368,EXTORTION
5531,368,FIREARM OFFENSE
5532,368,FRAUD
5533,368,HOMICIDE
5534,368,ILLEGAL POSSESSION
5535,368,KIDNAPPING
5536,368,PUBLIC INTOXICATION
5537,368,ROBBERY
5538,368,SEXUAL ASSAULT
5539,368,SHOPLIFTING
5540,368,TRAFFIC VIOLATION
5541,368,VANDALISM
5542,368,VEHICLE - STOLEN
5543,369,ARSON
5544,369,ASSAULT
5545,369,BURGLARY
5546,369,COUNTERFEITING
5547,369,CYBERCRIME
5548,369,DOMESTIC VIOLENCE
5549,369,DRUG OFFENSE
5550,369,EXTORTION
5551,369,FIREARM OFFENSE
5552,369,FRAUD
5553,369,HOMICIDE
5554,369,IDENTITY THEFT
5555,369,ILLEGAL POSSESSION
5556,369,KIDNAPPING
5557,369,PUBLIC INTOXICATION
5558,369,ROBBERY
5559,369,SEXUAL ASSAULT
5560,369,SHOPLIFTING
5561,369,TRAFFIC VIOLATION
5562,369,VANDALISM
5563,369,VEHICLE - STOLEN
5564,370,ARSON
5565,370,ASSAULT
5566,370,BURGLARY
5567,370,COUNTERFEITING
5568,370,CYBERCRIME
5569,370,DOMESTIC VIOLENCE
5570,370,DRUG OFFENSE
5571,370,EXTORTION
5572,370,FIREARM OFFENSE
5573,370,FRAUD
5574,370,HOMICIDE
5575,370,IDENTITY THEFT
5576,370,ILLEGAL POSSESSION
5577,370,KIDNAPPING
5578,370,PUBLIC INTOXICATION
5579,370,ROBBERY
5580,370,SEXUAL ASSAULT
5581,370,SHOPLIFTING
5582,370,TRAFFIC VIOLATION
5583,370,VANDALISM
5584,370,VEHICLE - STOLEN
5585,371,ARSON
5586,371,ASSAULT
5587,371,BURGLARY
5588,371,COUNTERFEITING
5589,371,CYBERCRIME
5590,371,DOMESTIC VIOLENCE
5591,371,DRUG OFFENSE
5592,371,EXTORTION
5593,371,FIREARM OFFENSE
5594,371,FRAUD
5595,371,HOMICIDE
5596,371,IDENTITY THEFT
5597,371,ILLEGAL POSSESSION
5598,371,KIDNAPPING
5599,371,PUBLIC INTOXICATION
5600,371,ROBBERY
5601,371,SEXUAL ASSAULT
5602,371,SHOPLIFTING
5603,371,TRAFFIC VIOLATION
5604,371,VANDALISM
5605,371,VEHICLE - STOLEN
5606,372,ARSON
5607,372,ASSAULT
5608,372,BURGLARY
5609,372,COUNTERFEITING
5610,372,CYBERCRIME
5611,372,DOMESTIC VIOLENCE
5612,372,DRUG OFFENSE
5613,372,EXTORTION
5614,372,FIREARM OFFENSE
5615,372,FRAUD
5616,372,HOMICIDE
5617,372,IDENTITY THEFT
5618,372,ILLEGAL POSSESSION
5619,372,KIDNAPPING
5620,372,PUBLIC INTOXICATION
5621,372,ROBBERY
5622,372,SEXUAL ASSAULT
5623,372,SHOPLIFTING
5624,372,TRAFFIC VIOLATION
5625,372,VANDALISM
5626,372,VEHICLE - STOLEN
5627,373,ARSON
5628,373,ASSAULT
5629,373,BURGLARY
5630,373,COUNTERFEITING
5631,373,CYBERCRIME
5632,373,DOMESTIC VIOLENCE
5633,373,DRUG OFFENSE
5634,373,EXTORTION
5635,373,FIREARM OFFENSE
5636,373,FRAUD
5637,373,HOMICIDE
5638,373,IDENTITY THEFT
5639,373,ILLEGAL POSSESSION
5640,373,KIDNAPPING
5641,373,PUBLIC INTOXICATION
5642,373,ROBBERY
5643,373,SEXUAL ASSAULT
5644,373,SHOPLIFTING
5645,373,TRAFFIC VIOLATION
5646,373,VANDALISM
5647,373,VEHICLE - STOLEN
5648,374,ARSON
5649,374,ASSAULT
5650,374,BURGLARY
5651,374,COUNTERFEITING
5652,374,CYBERCRIME
5653,374,DOMESTIC VIOLENCE
5654,374,DRUG OFFENSE
5655,374,EXTORTION
5656,374,FIREARM OFFENSE
5657,374,FRAUD
5658,374,HOMICIDE
5659,374,IDENTITY THEFT
5660,374,ILLEGAL POSSESSION
5661,374,KIDNAPPING
5662,374,PUBLIC INTOXICATION
5663,374,ROBBERY
5664,374,SEXUAL ASSAULT
5665,374,SHOPLIFTING
5666,374,TRAFFIC VIOLATION
5667,374,VANDALISM
5668,374,VEHICLE - STOLEN
5669,375,ARSON
5670,375,ASSAULT
5671,375,BURGLARY
5672,375,COUNTERFEITING
5673,375,CYBERCRIME
5674,375,DOMESTIC VIOLENCE
5675,375,DRUG OFFENSE
5676,375,EXTORTION
5677,375,FIREARM OFFENSE
5678,375,FRAUD
5679,375,HOMICIDE
5680,375,ILLEGAL POSSESSION
5681,375,KIDNAPPING
5682,375,PUBLIC INTOXICATION
5683,375,ROBBERY
5684,375,SEXUAL ASSAULT
5685,375,SHOPLIFTING
5686,375,TRAFFIC VIOLATION
5687,375,VANDALISM
5688,375,VEHICLE - STOLEN
5689,376,ARSON
5690,376,ASSAULT
5691,376,BURGLARY
5692,376,COUNTERFEITING
5693,376,CYBERCRIME
5694,376,DOMESTIC VIOLENCE
5695,376,DRUG OFFENSE
5696,376,EXTORTION
5697,376,FIREARM OFFENSE
5698,376,FRAUD
5699,376,HOMICIDE
5700,376,IDENTITY THEFT
5701,376,ILLEGAL POSSESSION
5702,376,KIDNAPPING
5703,376,PUBLIC INTOXICATION
5704,376,ROBBERY
5705,376,SHOPLIFTING
5706,376,TRAFFIC VIOLATION
5707,376,VANDALISM
5708,376,VEHICLE - STOLEN
5709,377,ARSON
5710,377,ASSAULT
5711,377,BURGLARY
5712,377,COUNTERFEITING
5713,377,CYBERCRIME
5714,377,DOMESTIC VIOLENCE
5715,377,DRUG OFFENSE
5716,377,EXTORTION
5717,377,FIREARM OFFENSE
5718,377,FRAUD
5719,377,HOMICIDE
5720,377,IDENTITY THEFT
5721,377,ILLEGAL POSSESSION
5722,377,KIDNAPPING
5723,377,PUBLIC INTOXICATION
5724,377,ROBBERY
5725,377,SEXUAL ASSAULT
5726,377,SHOPLIFTING
5727,377,TRAFFIC VIOLATION
5728,377,VANDALISM
5729,377,VEHICLE - STOLEN
5730,378,ARSON
5731,378,ASSAULT
5732,378,BURGLARY
5733,378,COUNTERFEITING
5734,378,CYBERCRIME
5735,378,DOMESTIC VIOLENCE
5736,378,DRUG OFFENSE
5737,378,EXTORTION
5738,378,FIREARM OFFENSE
5739,378,FRAUD
5740,378,HOMICIDE
5741,378,IDENTITY THEFT
5742,378,ILLEGAL POSSESSION
5743,378,KIDNAPPING
5744,378,PUBLIC INTOXICATION
5745,378,ROBBERY
5746,378,SEXUAL ASSAULT
5747,378,SHOPLIFTING
5748,378,TRAFFIC VIOLATION
5749,378,VANDALISM
5750,378,VEHICLE - STOLEN
5751,379,ARSON
5752,379,ASSAULT
5753,379,BURGLARY
5754,379,COUNTERFEITING
5755,379,CYBERCRIME
5756,379,DOMESTIC VIOLENCE
5757,379,DRUG OFFENSE
5758,379,EXTORTION
5759,379,FIREARM OFFENSE
5760,379,FRAUD
5761,379,HOMICIDE
5762,379,IDENTITY THEFT
5763,379,ILLEGAL POSSESSION
5764,379,PUBLIC INTOXICATION
5765,379,ROBBERY
5766,379,SEXUAL ASSAULT
5767,379,SHOPLIFTING
5768,379,TRAFFIC VIOLATION
5769,379,VANDALISM
5770,379,VEHICLE - STOLEN
5771,380,ARSON
5772,380,ASSAULT
5773,380,BURGLARY
5774,380,COUNTERFEITING
5775,380,CYBERCRIME
5776,380,DOMESTIC VIOLENCE
5777,380,DRUG OFFENSE
5778,380,EXTORTION
5779,380,FIREARM OFFENSE
5780,380,HOMICIDE
5781,380,IDENTITY THEFT
5782,380,ILLEGAL POSSESSION
5783,380,KIDNAPPING
5784,380,PUBLIC INTOXICATION
5785,380,ROBBERY
5786,380,SEXUAL ASSAULT
5787,380,SHOPLIFTING
5788,380,TRAFFIC VIOLATION
5789,380,VANDALISM
5790,380,VEHICLE - STOLEN
5791,381,ARSON
5792,381,ASSAULT
5793,381,BURGLARY
5794,381,COUNTERFEITING
5795,381,CYBERCRIME
5796,381,DOMESTIC VIOLENCE
5797,381,DRUG OFFENSE
5798,381,EXTORTION
5799,381,FIREARM OFFENSE
5800,381,FRAUD
5801,381,HOMICIDE
5802,381,IDENTITY THEFT
5803,381,ILLEGAL POSSESSION
5804,381,KIDNAPPING
5805,381,PUBLIC INTOXICATION
5806,381,ROBBERY
5807,381,SEXUAL ASSAULT
5808,381,SHOPLIFTING
5809,381,TRAFFIC VIOLATION
5810,381,VANDALISM
5811,381,VEHICLE - STOLEN
5812,382,ARSON
5813,382,BURGLARY
5814,382,COUNTERFEITING
5815,382,CYBERCRIME
5816,382,DOMESTIC VIOLENCE
5817,382,DRUG OFFENSE
5818,382,EXTORTION
5819,382,FIREARM OFFENSE
5820,382,FRAUD
5821,382,HOMICIDE
5822,382,IDENTITY THEFT
5823,382,ILLEGAL POSSESSION
5824,382,KIDNAPPING
5825,382,PUBLIC INTOXICATION
5826,382,ROBBERY
5827,382,SEXUAL ASSAULT
5828,382,SHOPLIFTING
5829,382,TRAFFIC VIOLATION
5830,382,VANDALISM
5831,382,VEHICLE - STOLEN
5832,383,ARSON
5833,383,ASSAULT
5834,383,BURGLARY
5835,383,COUNTERFEITING
5836,383,CYBERCRIME
5837,383,DOMESTIC VIOLENCE
5838,383,DRUG OFFENSE
5839,383,EXTORTION
5840,383,FIREARM OFFENSE
5841,383,HOMICIDE
5842,383,IDENTITY THEFT
5843,383,ILLEGAL POSSESSION
5844,383,KIDNAPPING
5845,383,ROBBERY
5846,383,SEXUAL ASSAULT
5847,383,SHOPLIFTING
5848,383,TRAFFIC VIOLATION
5849,383,VANDALISM
5850,383,VEHICLE - STOLEN
5851,384,ARSON
5852,384,ASSAULT
5853,384,BURGLARY
5854,384,COUNTERFEITING
5855,384,CYBERCRIME
5856,384,DRUG OFFENSE
5857,384,EXTORTION
5858,384,FIREARM OFFENSE
5859,384,FRAUD
5860,384,HOMICIDE
5861,384,IDENTITY THEFT
5862,384,ILLEGAL POSSESSION
5863,384,KIDNAPPING
5864,384,PUBLIC INTOXICATION
5865,384,ROBBERY
5866,384,SEXUAL ASSAULT
5867,384,SHOPLIFTING
5868,384,TRAFFIC VIOLATION
5869,384,VANDALISM
5870,384,VEHICLE - STOLEN
5871,385,ARSON
5872,385,ASSAULT
5873,385,BURGLARY
5874,385,COUNTERFEITING
5875,385,CYBERCRIME
5876,385,DOMESTIC VIOLENCE
5877,385,DRUG OFFENSE
5878,385,EXTORTION
5879,385,FIREARM OFFENSE
5880,385,HOMICIDE
5881,385,IDENTITY THEFT
5882,385,ILLEGAL POSSESSION
5883,385,KIDNAPPING
5884,385,PUBLIC INTOXICATION
5885,385,ROBBERY
5886,385,SEXUAL ASSAULT
5887,385,SHOPLIFTING
5888,385,TRAFFIC VIOLATION
5889,385,VANDALISM
5890,385,VEHICLE - STOLEN
5891,386,ARSON
5892,386,ASSAULT
5893,386,BURGLARY
5894,386,COUNTERFEITING
5895,386,CYBERCRIME
5896,386,DOMESTIC VIOLENCE
5897,386,DRUG OFFENSE
5898,386,EXTORTION
5899,386,FIREARM OFFENSE
5900,386,FRAUD
5901,386,HOMICIDE
5902,386,IDENTITY THEFT
5903,386,ILLEGAL POSSESSION
5904,386,KIDNAPPING
5905,386,PUBLIC INTOXICATION
5906,386,ROBBERY
5907,386,SEXUAL ASSAULT
5908,386,SHOPLIFTING
5909,386,TRAFFIC VIOLATION
5910,386,VANDALISM
5911,386,VEHICLE - STOLEN
5912,387,ARSON
5913,387,ASSAULT
5914,387,BURGLARY
5915,387,COUNTERFEITING
5916,387,DOMESTIC VIOLENCE
5917,387,DRUG OFFENSE
5918,387,EXTORTION
5919,387,FIREARM OFFENSE
5920,387,FRAUD
5921,387,HOMICIDE
5922,387,IDENTITY THEFT
5923,387,ILLEGAL POSSESSION
5924,387,PUBLIC INTOXICATION
5925,387,ROBBERY
5926,387,SEXUAL ASSAULT
5927,387,SHOPLIFTING
5928,387,TRAFFIC VIOLATION
5929,387,VANDALISM
5930,387,VEHICLE - STOLEN
5931,388,ARSON
5932,388,ASSAULT
5933,388,BURGLARY
5934,388,COUNTERFEITING
5935,388,CYBERCRIME
5936,388,DOMESTIC VIOLENCE
5937,388,DRUG OFFENSE
5938,388,FIREARM OFFENSE
5939,388,FRAUD
5940,388,HOMICIDE
5941,388,IDENTITY THEFT
5942,388,ILLEGAL POSSESSION
5943,388,KIDNAPPING
5944,388,PUBLIC INTOXICATION
5945,388,ROBBERY
5946,388,SEXUAL ASSAULT
5947,388,SHOPLIFTING
5948,388,TRAFFIC VIOLATION
5949,388,VANDALISM
5950,388,VEHICLE - STOLEN
5951,389,ARSON
5952,389,ASSAULT
5953,389,BURGLARY
5954,389,COUNTERFEITING
5955,389,CYBERCRIME
5956,389,DOMESTIC VIOLENCE
5957,389,DRUG OFFENSE
5958,389,EXTORTION
5959,389,FIREARM OFFENSE
5960,389,FRAUD
5961,389,HOMICIDE
5962,389,IDENTITY THEFT
5963,389,ILLEGAL POSSESSION
5964,389,KIDNAPPING
5965,389,PUBLIC INTOXICATION
5966,389,ROBBERY
5967,389,SEXUAL ASSAULT
5968,389,SHOPLIFTING
5969,389,TRAFFIC VIOLATION
5970,389,VANDALISM
5971,389,VEHICLE - STOLEN
5972,390,ARSON
5973,390,ASSAULT
5974,390,BURGLARY
5975,390,COUNTERFEITING
5976,390,CYBERCRIME
5977,390,DOMESTIC VIOLENCE
5978,390,DRUG OFFENSE
5979,390,EXTORTION
5980,390,FIREARM OFFENSE
5981,390,FRAUD
5982,390,HOMICIDE
5983,390,IDENTITY THEFT
5984,390,ILLEGAL POSSESSION
5985,390,KIDNAPPING
5986,390,PUBLIC INTOXICATION
5987,390,ROBBERY
5988,390,SEXUAL ASSAULT
5989,390,SHOPLIFTING
5990,390,TRAFFIC VIOLATION
5991,390,VANDALISM
5992,390,VEHICLE - STOLEN
5993,391,ARSON
5994,391,ASSAULT
5995,391,BURGLARY
5996,391,COUNTERFEITING
5997,391,CYBERCRIME
5998,391,DOMESTIC VIOLENCE
5999,391,DRUG OFFENSE
6000,391,EXTORTION
6001,391,FIREARM OFFENSE
6002,391,FRAUD
6003,391,HOMICIDE
6004,391,IDENTITY THEFT
6005,391,ILLEGAL POSSESSION
6006,391,KIDNAPPING
6007,391,PUBLIC INTOXICATION
6008,391,ROBBERY
6009,391,SEXUAL ASSAULT
6010,391,SHOPLIFTING
6011,391,TRAFFIC VIOLATION
6012,391,VANDALISM
6013,391,VEHICLE - STOLEN
6014,392,ARSON
6015,392,ASSAULT
6016,392,BURGLARY
6017,392,COUNTERFEITING
6018,392,CYBERCRIME
6019,392,DOMESTIC VIOLENCE
6020,392,DRUG OFFENSE
6021,392,EXTORTION
6022,392,FIREARM OFFENSE
6023,392,FRAUD
6024,392,HOMICIDE
6025,392,IDENTITY THEFT
6026,392,ILLEGAL POSSESSION
6027,392,KIDNAPPING
6028,392,PUBLIC INTOXICATION
6029,392,SEXUAL ASSAULT
6030,392,SHOPLIFTING
6031,392,TRAFFIC VIOLATION
6032,392,VANDALISM
6033,392,VEHICLE - STOLEN
6034,393,ARSON
6035,393,ASSAULT
6036,393,BURGLARY
6037,393,COUNTERFEITING
6038,393,CYBERCRIME
6039,393,DOMESTIC VIOLENCE
6040,393,DRUG OFFENSE
6041,393,EXTORTION
6042,393,FIREARM OFFENSE
6043,393,FRAUD
6044,393,HOMICIDE
6045,393,IDENTITY THEFT
6046,393,ILLEGAL POSSESSION
6047,393,KIDNAPPING
6048,393,PUBLIC INTOXICATION
6049,393,ROBBERY
6050,393,SEXUAL ASSAULT
6051,393,SHOPLIFTING
6052,393,TRAFFIC VIOLATION
6053,393,VANDALISM
6054,393,VEHICLE - STOLEN
6055,394,ARSON
6056,394,ASSAULT
6057,394,BURGLARY
6058,394,COUNTERFEITING
6059,394,CYBERCRIME
6060,394,DOMESTIC VIOLENCE
6061,394,DRUG OFFENSE
6062,394,EXTORTION
6063,394,FIREARM OFFENSE
6064,394,FRAUD
6065,394,HOMICIDE
6066,394,IDENTITY THEFT
6067,394,ILLEGAL POSSESSION
6068,394,KIDNAPPING
6069,394,PUBLIC INTOXICATION
6070,394,ROBBERY
6071,394,SEXUAL ASSAULT
6072,394,SHOPLIFTING
6073,394,TRAFFIC VIOLATION
6074,394,VANDALISM
6075,394,VEHICLE - STOLEN
6076,395,ARSON
6077,395,ASSAULT
6078,395,BURGLARY
6079,395,COUNTERFEITING
6080,395,CYBERCRIME
6081,395,DOMESTIC VIOLENCE
6082,395,DRUG OFFENSE
6083,395,EXTORTION
6084,395,FIREARM OFFENSE
6085,395,HOMICIDE
6086,395,IDENTITY THEFT
6087,395,ILLEGAL POSSESSION
6088,395,KIDNAPPING
6089,395,PUBLIC INTOXICATION
6090,395,ROBBERY
6091,395,SEXUAL ASSAULT
6092,395,SHOPLIFTING
6093,395,TRAFFIC VIOLATION
6094,395,VANDALISM
6095,395,VEHICLE - STOLEN
6096,396,ARSON
6097,396,ASSAULT
6098,396,BURGLARY
6099,396,COUNTERFEITING
6100,396,CYBERCRIME
6101,396,DOMESTIC VIOLENCE
6102,396,DRUG OFFENSE
6103,396,EXTORTION
6104,396,FIREARM OFFENSE
6105,396,FRAUD
6106,396,HOMICIDE
6107,396,IDENTITY THEFT
6108,396,ILLEGAL POSSESSION
6109,396,KIDNAPPING
6110,396,PUBLIC INTOXICATION
6111,396,ROBBERY
6112,396,SEXUAL ASSAULT
6113,396,SHOPLIFTING
6114,396,TRAFFIC VIOLATION
6115,396,VANDALISM
6116,396,VEHICLE - STOLEN
6117,397,ARSON
6118,397,ASSAULT
6119,397,BURGLARY
6120,397,COUNTERFEITING
6121,397,CYBERCRIME
6122,397,DOMESTIC VIOLENCE
6123,397,DRUG OFFENSE
6124,397,EXTORTION
6125,397,FIREARM OFFENSE
6126,397,FRAUD
6127,397,HOMICIDE
6128,397,IDENTITY THEFT
6129,397,ILLEGAL POSSESSION
6130,397,KIDNAPPING
6131,397,PUBLIC INTOXICATION
6132,397,ROBBERY
6133,397,SEXUAL ASSAULT
6134,397,SHOPLIFTING
6135,397,TRAFFIC VIOLATION
6136,397,VANDALISM
6137,397,VEHICLE - STOLEN
6138,398,ARSON
6139,398,ASSAULT
6140,398,BURGLARY
6141,398,COUNTERFEITING
6142,398,CYBERCRIME
6143,398,DOMESTIC VIOLENCE
6144,398,DRUG OFFENSE
6145,398,EXTORTION
6146,398,FIREARM OFFENSE
6147,398,FRAUD
6148,398,HOMICIDE
6149,398,IDENTITY THEFT
6150,398,ILLEGAL POSSESSION
6151,398,KIDNAPPING
6152,398,PUBLIC INTOXICATION
6153,398,ROBBERY
6154,398,SEXUAL ASSAULT
6155,398,SHOPLIFTING
6156,398,TRAFFIC VIOLATION
6157,398,VANDALISM
6158,398,VEHICLE - STOLEN
6159,399,ARSON
6160,399,ASSAULT
6161,399,BURGLARY
6162,399,COUNTERFEITING
6163,399,DOMESTIC VIOLENCE
6164,399,EXTORTION
6165,399,FIREARM OFFENSE
6166,399,FRAUD
6167,399,HOMICIDE
6168,399,IDENTITY THEFT
6169,399,ILLEGAL POSSESSION
6170,399,KIDNAPPING
6171,399,PUBLIC INTOXICATION
6172,399,ROBBERY
6173,399,SEXUAL ASSAULT
6174,399,SHOPLIFTING
6175,399,TRAFFIC VIOLATION
6176,399,VANDALISM
6177,399,VEHICLE - STOLEN
6178,400,ARSON
6179,400,ASSAULT
6180,400,BURGLARY
6181,400,COUNTERFEITING
6182,400,CYBERCRIME
6183,400,DOMESTIC VIOLENCE
6184,400,DRUG OFFENSE
6185,400,EXTORTION
6186,400,FIREARM OFFENSE
6187,400,FRAUD
6188,400,HOMICIDE
6189,400,IDENTITY THEFT
6190,400,ILLEGAL POSSESSION
6191,400,KIDNAPPING
6192,400,PUBLIC INTOXICATION
6193,400,ROBBERY
6194,400,SEXUAL ASSAULT
6195,400,SHOPLIFTING
6196,400,TRAFFIC VIOLATION
6197,400,VANDALISM
6198,400,VEHICLE - STOLEN
6199,401,ARSON
6200,401,ASSAULT
6201,401,BURGLARY
6202,401,COUNTERFEITING
6203,401,CYBERCRIME
6204,401,DOMESTIC VIOLENCE
6205,401,DRUG OFFENSE
6206,401,EXTORTION
6207,401,FIREARM OFFENSE
6208,401,FRAUD
6209,401,HOMICIDE
6210,401,IDENTITY THEFT
6211,401,ILLEGAL POSSESSION
6212,401,KIDNAPPING
6213,401,PUBLIC INTOXICATION
6214,401,ROBBERY
6215,401,SEXUAL ASSAULT
6216,401,SHOPLIFTING
6217,401,TRAFFIC VIOLATION
6218,401,VANDALISM
6219,401,VEHICLE - STOLEN
6220,402,ARSON
6221,402,ASSAULT
6222,402,BURGLARY
6223,402,COUNTERFEITING
6224,402,CYBERCRIME
6225,402,DOMESTIC VIOLENCE
6226,402,DRUG OFFENSE
6227,402,FIREARM OFFENSE
6228,402,FRAUD
6229,402,HOMICIDE
6230,402,IDENTITY THEFT
6231,402,ILLEGAL POSSESSION
6232,402,KIDNAPPING
6233,402,PUBLIC INTOXICATION
6234,402,ROBBERY
6235,402,SEXUAL ASSAULT
6236,402,SHOPLIFTING
6237,402,TRAFFIC VIOLATION
6238,402,VANDALISM
6239,402,VEHICLE - STOLEN
6240,403,ARSON
6241,403,ASSAULT
6242,403,BURGLARY
6243,403,COUNTERFEITING
6244,403,CYBERCRIME
6245,403,DOMESTIC VIOLENCE
6246,403,DRUG OFFENSE
6247,403,EXTORTION
6248,403,FIREARM OFFENSE
6249,403,FRAUD
6250,403,HOMICIDE
6251,403,IDENTITY THEFT
6252,403,ILLEGAL POSSESSION
6253,403,KIDNAPPING
6254,403,PUBLIC INTOXICATION
6255,403,ROBBERY
6256,403,SEXUAL ASSAULT
6257,403,SHOPLIFTING
6258,403,TRAFFIC VIOLATION
6259,403,VANDALISM
6260,403,VEHICLE - STOLEN
6261,404,ARSON
6262,404,ASSAULT
6263,404,BURGLARY
6264,404,COUNTERFEITING
6265,404,CYBERCRIME
6266,404,DOMESTIC VIOLENCE
6267,404,DRUG OFFENSE
6268,404,EXTORTION
6269,404,FIREARM OFFENSE
6270,404,FRAUD
6271,404,HOMICIDE
6272,404,IDENTITY THEFT
6273,404,ILLEGAL POSSESSION
6274,404,KIDNAPPING
6275,404,PUBLIC INTOXICATION
6276,404,ROBBERY
6277,404,SEXUAL ASSAULT
6278,404,SHOPLIFTING
6279,404,TRAFFIC VIOLATION
6280,404,VANDALISM
6281,404,VEHICLE - STOLEN
6282,405,ARSON
6283,405,ASSAULT
6284,405,BURGLARY
6285,405,COUNTERFEITING
6286,405,CYBERCRIME
6287,405,DOMESTIC VIOLENCE
6288,405,DRUG OFFENSE
6289,405,EXTORTION
6290,405,FIREARM OFFENSE
6291,405,FRAUD
6292,405,HOMICIDE
6293,405,IDENTITY THEFT
6294,405,ILLEGAL POSSESSION
6295,405,KIDNAPPING
6296,405,PUBLIC INTOXICATION
6297,405,ROBBERY
6298,405,SEXUAL ASSAULT
6299,405,SHOPLIFTING
6300,405,TRAFFIC VIOLATION
6301,405,VANDALISM
6302,405,VEHICLE - STOLEN
6303,406,ARSON
6304,406,ASSAULT
6305,406,BURGLARY
6306,406,COUNTERFEITING
6307,406,CYBERCRIME
6308,406,DOMESTIC VIOLENCE
6309,406,DRUG OFFENSE
6310,406,EXTORTION
6311,406,FIREARM OFFENSE
6312,406,FRAUD
6313,406,HOMICIDE
6314,406,IDENTITY THEFT
6315,406,ILLEGAL POSSESSION
6316,406,KIDNAPPING
6317,406,PUBLIC INTOXICATION
6318,406,ROBBERY
6319,406,SEXUAL ASSAULT
6320,406,SHOPLIFTING
6321,406,TRAFFIC VIOLATION
6322,406,VANDALISM
6323,406,VEHICLE - STOLEN
6324,407,ARSON
6325,407,ASSAULT
6326,407,BURGLARY
6327,407,COUNTERFEITING
6328,407,CYBERCRIME
6329,407,DOMESTIC VIOLENCE
6330,407,DRUG OFFENSE
6331,407,EXTORTION
6332,407,FIREARM OFFENSE
6333,407,FRAUD
6334,407,HOMICIDE
6335,407,IDENTITY THEFT
6336,407,ILLEGAL POSSESSION
6337,407,KIDNAPPING
